Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
41,2:22:11,,Rika KASEDA,02 MAR 1999,JPN,4,,Nagoya (JPN),10 MAR 2024,1211
41,2:22:11,,Evaline CHIRCHIR,02 FEB 1998,KEN,3,,Daegu (KOR),07 APR 2024,1211
43,2:22:13,,Azmera GEBRU,31 OCT 1995,ETH,1,,Sevilla (ESP),18 FEB 2024,1211
44,2:22:19,,Desi Jisa MOKONIN,12 JUL 1997,BRN,2,,Seoul (KOR),17 MAR 2024,1210
45,2:22:23,,Atalel ANMUT,15 DEC 1999,ETH,7,,Dubai (UAE),07 JAN 2024,1209
46,2:22:42,,Emily SISSON,12 OCT 1991,USA,2,,"Orlando, FL (USA)",03 FEB 2024,1206
47,2:22:46,,Selly Chepyego KAPTICH,03 OCT 1985,KEN,3,,Rotterdam (NED),14 APR 2024,1205
48,2:22:51,,Magdalyne MASAI,21 NOV 1993,KEN,2,,Sevilla (ESP),18 FEB 2024,1204
49,2:22:52,,Visiline JEPKESHO,30 DEC 1989,KEN,3,,Seoul (KOR),17 MAR 2024,1204
50,2:22:54,,Bekelech GUDETA,11 OCT 1997,ETH,1,,Xiamen (CHN),07 JAN 2024,1204
51,2:22:58,,Meseret DINKE,22 SEP 1996,ETH,3,,Barcelona (ESP),10 MAR 2024,1203
52,2:23:07,,Mizuki MATSUDA,31 MAY 1995,JPN,3,,Osaka (JPN),28 JAN 2024,1201
53,2:23:08,,Meseret ABEBAYAHAU,28 JUN 1998,ETH,7,,Tokyo (JPN),03 MAR 2024,1201
54,2:23:18,,Derartu HAILU,08 MAY 2000,ETH,3,,Sevilla (ESP),18 FEB 2024,1200
55,2:23:20,,Betelihem AFENIGUS,29 APR 2001,ETH,4,,Seoul (KOR),17 MAR 2024,1199
56,2:23:26,,Yalemzerf YEHUALAW,03 AUG 1999,ETH,8,,London (GBR),21 APR 2024,1198
57,2:23:27,,Aminet AHMED,11 FEB 2000,ETH,5,,Hamburg (GER),28 APR 2024,1198
58,2:23:36,,Stella CHESANG,01 DEC 1996,UGA,4,,Osaka (JPN),28 JAN 2024,1197
59,2:23:38,,Valary JEMELI,08 JUN 1991,KEN,1,,Doha (QAT),16 FEB 2024,1196
60,2:23:41,,Bedatu HIRPA,28 APR 1999,ETH,1,,Praha (CZE),05 MAY 2024,1196
61,2:23:43,,Yebrgual MELESE,18 APR 1990,ETH,5,,Seoul (KOR),17 MAR 2024,1195
62,2:23:45,,Joan KIPYATICH,15 SEP 1998,KEN,2,,Doha (QAT),16 FEB 2024,1195
63,2:23:47,,Antonina KWAMBAI,01 APR 1992,KEN,4,,Sevilla (ESP),18 FEB 2024,1195
64,2:23:50,,Domenika MAYER,09 OCT 1990,GER,1,,Hannover (GER),14 APR 2024,1194
65,2:23:52,,Volha MAZURONAK,14 APR 1989,BLR,1,,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1194
66,2:24:01,,Jessica STENSON,15 AUG 1987,AUS,4,,Daegu (KOR),07 APR 2024,1192
67,2:24:02,,Dalila ABDULKADIR,27 JUN 1998,BRN,5,,Sevilla (ESP),18 FEB 2024,1192
68,2:24:08,,Nazret WELDU,01 JAN 1990,ERI,1,,Wien (AUT),21 APR 2024,1191
69,2:24:12,,Fatima Ezzahra GARDADI,20 MAR 1992,MAR,2,,Xiamen (CHN),07 JAN 2024,1190
69,2:24:12,,Méline ROLLIN,17 JUN 1998,FRA,6,,Sevilla (ESP),18 FEB 2024,1190
71,2:24:18,,Florencia BORELLI,30 OCT 1992,ARG,7,,Sevilla (ESP),18 FEB 2024,1189
72,2:24:20,,Waganesh MEKASHA,16 JAN 1992,ETH,1,,Osaka (JPN),25 FEB 2024,1189
73,2:24:21,,Valentine Chepkwemoi MATEIKO,06 SEP 1996,KEN,4,,Paris (FRA),07 APR 2024,1189
74,2:24:22,,Yuki NAKAMURA,22 AUG 2000,JPN,1,,Gold Coast (AUS),07 JUL 2024,1189
75,2:24:24,,Sifan MELAKU,05 FEB 2000,ETH,6,,Seoul (KOR),17 MAR 2024,1188
76,2:24:30,,Carolina WIKSTRÖM,04 SEP 1993,SWE,8,,Sevilla (ESP),18 FEB 2024,1187
77,2:24:36,,Ivyne JERUTO,28 FEB 1993,KEN,1,,Roma (ITA),17 MAR 2024,1186
77,2:24:36,,Ruth CHEPNGETICH,08 AUG 1994,KEN,9,,London (GBR),21 APR 2024,1186
79,2:24:37,,Tejinesh GEBISA,03 MAR 1995,ETH,9,,Sevilla (ESP),18 FEB 2024,1186
79,2:24:37,,Beyenu DEGEFA,12 JUL 1999,ETH,2,,Osaka (JPN),25 FEB 2024,1186
81,2:24:39,,Tigist GASHAW,25 DEC 1996,BRN,5,,Daegu (KOR),07 APR 2024,1186
82,2:24:40,,Esther NAVARRETE,16 MAR 1990,ESP,10,,Sevilla (ESP),18 FEB 2024,1186
83,2:24:41,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,2,,Hannover (GER),14 APR 2024,1186
84,2:24:43,,Sayaka SATO,27 MAY 1994,JPN,5,,Osaka (JPN),28 JAN 2024,1185
84,2:24:43,,Lisa WEIGHTMAN,16 JAN 1979,AUS,3,,Osaka (JPN),25 FEB 2024,1185
86,2:24:45,,Munkhzaya BAYARTSOGT,10 OCT 1993,MGL,7,,Seoul (KOR),17 MAR 2024,1185
87,2:24:46,,Veronica MAINA,08 AUG 1989,KEN,1,,Wuxi (CHN),24 MAR 2024,1185
87,2:24:46,,Atsede BAYISA,16 APR 1987,ETH,1,,Lima (PER),19 MAY 2024,1185
89,2:24:49,,Emily Chebet KIPCHUMBA,16 FEB 1998,KEN,4,,Rotterdam (NED),14 APR 2024,1184
90,2:24:50,,Tsegaye MELESECH,1994,ETH,3,,"Houston, TX (USA)",14 JAN 2024,1184
90,2:24:50,,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,2,,Praha (CZE),05 MAY 2024,1184
92,2:24:51,,Rahma TAHIRI,09 AUG 1998,MAR,11,,Sevilla (ESP),18 FEB 2024,1184
92,2:24:51,,Zinah SENBETA,30 SEP 1998,ETH,4,,Barcelona (ESP),10 MAR 2024,1184
94,2:24:54,,Deborah SCHÖNEBORN,13 MAR 1994,GER,4,,"Houston, TX (USA)",14 JAN 2024,1183
95,2:24:56,,Katharina STEINRUCK,22 AUG 1989,GER,6,,Osaka (JPN),28 JAN 2024,1183
95,2:24:56,,Chloé HERBIET,03 DEC 1998,BEL,12,,Sevilla (ESP),18 FEB 2024,1183
95,2:24:56,,Pascalia JEPKOGEI,19 NOV 2001,KEN,5,,Rotterdam (NED),14 APR 2024,1183
98,2:24:57,,Meritxell SOLER,20 JUL 1992,ESP,13,,Sevilla (ESP),18 FEB 2024,1183
99,2:25:03,,Kaoutar BOULAID,10 OCT 1989,MAR,5,,Barcelona (ESP),10 MAR 2024,1182
99,2:25:03,,Tsige HAILESLASE,21 SEP 2000,ETH,10,,London (GBR),21 APR 2024,1182
1,2:11:53,,Tigst ASSEFA,03 DEC 1996,ETH,1,,Berlin (GER),24 SEP 2023,1318
2,2:13:44,,Sifan HASSAN,01 JAN 1993,NED,1,,"Chicago, IL (USA)",08 OCT 2023,1299
3,2:15:37,,Ruth CHEPNGETICH,08 AUG 1994,KEN,2,,"Chicago, IL (USA)",08 OCT 2023,1279
4,2:15:51,,Worknesh DEGEFA,28 OCT 1990,ETH,1,,Valencia (ESP),03 DEC 2023,1276
5,2:16:22,,Almaz AYANA,21 NOV 1991,ETH,2,,Valencia (ESP),03 DEC 2023,1271
6,2:16:28,,Rosemary WANJIRU,09 DEC 1994,KEN,1,,Tokyo (JPN),05 MAR 2023,1270
7,2:16:56,,Tsehay GEMECHU,12 DEC 1998,ETH,2,,Tokyo (JPN),05 MAR 2023,1265
8,2:17:09,,Megertu ALEMU,12 OCT 1997,ETH,3,,"Chicago, IL (USA)",08 OCT 2023,1263
9,2:17:23,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,4,,"Chicago, IL (USA)",08 OCT 2023,1260
10,2:17:49,,Sheila CHEPKIRUI,27 DEC 1990,KEN,2,,Berlin (GER),24 SEP 2023,1256
11,2:17:59,,Hiwot GEBREKIDAN,11 MAY 1995,ETH,3,,Valencia (ESP),03 DEC 2023,1254
12,2:18:09,,Ruti AGA,16 JAN 1994,ETH,1,,Dongying (CHN),22 OCT 2023,1252
13,2:18:21,,Meseret BELETE,16 SEP 1999,ETH,1,,Amsterdam (NED),15 OCT 2023,1250
14,2:18:38,,Peres JEPCHIRCHIR,27 SEP 1993,KEN,3,,London (GBR),23 APR 2023,1247
15,2:18:41,,Magdalena SHAURI,25 FEB 1996,TAN,3,,Berlin (GER),24 SEP 2023,1247
16,2:18:53,,Yalemzerf YEHUALAW,03 AUG 1999,ETH,5,,London (GBR),23 APR 2023,1245
17,2:19:07,,Zeineba YIMER,17 JUN 1998,ETH,4,,Berlin (GER),24 SEP 2023,1242
18,2:19:11,,Ashete BEKERE,17 APR 1988,ETH,3,,Tokyo (JPN),05 MAR 2023,1242
19,2:19:15,,Brigid KOSGEI,20 FEB 1994,KEN,1,,Abu Dhabi (UAE),16 DEC 2023,1241
20,2:19:21,,Senbere TEFERI,03 MAY 1995,ETH,5,,Berlin (GER),24 SEP 2023,1240
21,2:19:24,,Hitomi NIIYA,26 FEB 1988,JPN,1,,"Houston, TX (USA)",15 JAN 2023,1239
21,2:19:24,,Dera DIDA,26 OCT 1996,ETH,6,,Berlin (GER),24 SEP 2023,1239
23,2:19:27,,Buzunesh GETACHEW,18 APR 1997,ETH,1,,Frankfurt (GER),29 OCT 2023,1239
24,2:19:40,,Workenesh EDESA,11 SEP 1992,ETH,7,,Berlin (GER),24 SEP 2023,1237
25,2:19:44,,Helen BEKELE,21 NOV 1994,ETH,8,,Berlin (GER),24 SEP 2023,1236
26,2:19:50,,Meseret ABEBAYAHAU,28 JUN 1998,ETH,2,,Amsterdam (NED),15 OCT 2023,1235
27,2:20:02,,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,3,,Amsterdam (NED),15 OCT 2023,1233
28,2:20:03,,Selly Chepyego KAPTICH,03 OCT 1985,KEN,2,,Barcelona (ESP),19 MAR 2023,1233
29,2:20:04,,Tadu TESHOME,09 JUN 2001,ETH,5,,"Chicago, IL (USA)",08 OCT 2023,1233
30,2:20:18,,Tiruye MESFIN,11 SEP 2002,ETH,2,,Hamburg (GER),23 APR 2023,1230
31,2:20:23,,Stella CHESANG,01 DEC 1996,UGA,3,,Hamburg (GER),23 APR 2023,1229
32,2:20:29,,Jackline CHELAL,1992,KEN,1,,Sevilla (ESP),19 FEB 2023,1228
33,2:20:31,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,1,,Rotterdam (NED),16 APR 2023,1228
34,2:20:41,,Judith Jeptum KORIR,12 DEC 1995,KEN,6,,London (GBR),23 APR 2023,1226
35,2:20:46,,Celestine CHEPCHIRCHIR,18 DEC 1995,KEN,4,,Valencia (ESP),03 DEC 2023,1225
36,2:20:47,,Desi Jisa MOKONIN,12 JUL 1997,BRN,2,,Doha (QAT),20 JAN 2023,1225
37,2:20:49,,Delvine Relin MERINGOR,01 AUG 1992,ROU,3,,Barcelona (ESP),19 MAR 2023,1225
38,2:20:55,,Winfridah MOSETI,12 NOV 1996,KEN,2,,Frankfurt (GER),29 OCT 2023,1224
39,2:21:05,,Zinah SENBETA,30 SEP 1998,ETH,1,,Ljubljana (SLO),22 OCT 2023,1222
40,2:21:13,,Haven Hailu DESSE,10 SEP 1998,ETH,1,,Osaka (JPN),29 JAN 2023,1221
41,2:21:27,,Majida MAAYOUF,27 APR 1989,ESP,5,,Valencia (ESP),03 DEC 2023,1218
41,2:21:27,,Sultan HAYDAR,23 JUN 1987,TUR,6,,Valencia (ESP),03 DEC 2023,1218
43,2:21:28,,Siranesh YIRGA,11 SEP 2000,ETH,1,,Shanghai (CHN),26 NOV 2023,1218
44,2:21:35,,Dolshi TESFU,17 JUN 1999,ERI,2,,Rotterdam (NED),16 APR 2023,1217
45,2:21:40,,Betsy SAINA,30 JUN 1988,USA,5,,Tokyo (JPN),05 MAR 2023,1216
46,2:21:44,,Mizuki MATSUDA,31 MAY 1995,JPN,6,,Tokyo (JPN),05 MAR 2023,1216
47,2:21:47,,Genzebe DIBABA,08 FEB 1991,ETH,6,,"Chicago, IL (USA)",08 OCT 2023,1215
48,2:21:52,,Ayuko SUZUKI,08 OCT 1991,JPN,2,,Nagoya (JPN),12 MAR 2023,1214
49,2:21:54,,Aberu AYANA,11 SEP 1993,ETH,2,,Sevilla (ESP),19 FEB 2023,1214
50,2:21:57,,Vibian CHEPKURUI,05 JUN 1994,KEN,1,,Beijing (CHN),29 OCT 2023,1213
51,2:22:07,,Sharon CHELIMO,27 JUL 1994,KEN,3,,Frankfurt (GER),29 OCT 2023,1212
51,2:22:07,,Fikrte WERETA,21 SEP 2000,ETH,1,,Shenzhen (CHN),03 DEC 2023,1212
53,2:22:08,,Ai HOSODA,27 NOV 1995,JPN,7,,Tokyo (JPN),05 MAR 2023,1211
54,2:22:09,,Emily SISSON,12 OCT 1991,USA,7,,"Chicago, IL (USA)",08 OCT 2023,1211
55,2:22:10,,Tsige HAILESLASE,21 SEP 2000,ETH,4,,Hamburg (GER),23 APR 2023,1211
56,2:22:12,,Sisay Meseret GOLA,30 DEC 1997,ETH,2,,Osaka (JPN),29 JAN 2023,1211
57,2:22:17,,Charlotte PURDUE,10 JUN 1991,GBR,9,,Berlin (GER),24 SEP 2023,1210
57,2:22:17,,Calli THACKERY,09 JAN 1993,GBR,1,,"Valley Cottage, NY (USA)",14 OCT 2023,1210
59,2:22:22,,Sandrafelis Chebet TUEI,20 JAN 1998,KEN,4,,Shanghai (CHN),26 NOV 2023,1209
60,2:22:23,,Anchialem HAYMANOT,09 MAY 2001,ETH,6,,Amsterdam (NED),15 OCT 2023,1209
61,2:22:28,,Beatrice CHEPTOO,01 JUN 1993,KEN,3,,Doha (QAT),20 JAN 2023,1208
62,2:22:32,,Honami MAEDA,17 JUL 1996,JPN,3,,Nagoya (JPN),12 MAR 2023,1207
63,2:22:35,,Marion KIBOR,27 SEP 1994,KEN,5,,Hamburg (GER),23 APR 2023,1207
64,2:22:45,,Shyline Jepkorir TOROITICH,20 OCT 1994,KEN,1,,Enschede (NED),16 APR 2023,1205
65,2:22:57,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,,Frankfurt (GER),29 OCT 2023,1203
66,2:22:59,,Yuka ANDO,16 MAR 1994,JPN,3,,Osaka (JPN),29 JAN 2023,1203
67,2:23:00,,Janet RUGURU,20 MAY 1993,KEN,2,,Beijing (CHN),29 OCT 2023,1203
68,2:23:02,,Betty CHEPKWONY,26 APR 1995,KEN,1,,Roma (ITA),19 MAR 2023,1202
69,2:23:05,,Urge DIRO,16 JAN 1994,ETH,3,,Sevilla (ESP),19 FEB 2023,1202
70,2:23:07,,Beyenu DEGEFA,12 JUL 1999,ETH,2,,Osaka (JPN),26 FEB 2023,1201
70,2:23:07,,Molly SEIDEL,12 JUL 1994,USA,8,,"Chicago, IL (USA)",08 OCT 2023,1201
72,2:23:08,,Momoko WATANABE,13 JUN 1998,JPN,3,,Osaka (JPN),26 FEB 2023,1201
72,2:23:08,,Genevieve GREGSON,04 AUG 1989,AUS,8,,Valencia (ESP),03 DEC 2023,1201
72,2:23:08,,Ruth JEBET,17 NOV 1996,BRN,1,,Mersin (TUR),10 DEC 2023,1201
75,2:23:11,,Buze DIRIBA,09 FEB 1994,ETH,1,,Toronto (CAN),15 OCT 2023,1201
76,2:23:12,,Waganesh MEKASHA,16 JAN 1992,ETH,2,,Toronto (CAN),15 OCT 2023,1201
77,2:23:14,,Rodah JEPKORIR,25 APR 1991,KEN,1,,København (DEN),14 MAY 2023,1200
78,2:23:15,,Lisa WEIGHTMAN,16 JAN 1979,AUS,4,,Osaka (JPN),26 FEB 2023,1200
78,2:23:15,,Afera GODFAY,25 SEP 1991,ETH,3,,Toronto (CAN),15 OCT 2023,1200
80,2:23:16,,Sofiia YAREMCHUK,03 JUN 1994,ITA,9,,Valencia (ESP),03 DEC 2023,1200
81,2:23:17,,Tigist GETNET,2003,ETH,5,,Dubai (UAE),12 FEB 2023,1200
82,2:23:18,,Amid Fozya JEMAL,11 SEP 1998,ETH,4,,Toronto (CAN),15 OCT 2023,1200
83,2:23:19,,Helah Jelagat KIPROP,07 APR 1985,KEN,1,,Paris (FRA),02 APR 2023,1199
83,2:23:19,,Atalel ANMUT,15 DEC 1999,ETH,2,,Paris (FRA),02 APR 2023,1199
85,2:23:21,,Rose HARVEY,25 AUG 1992,GBR,9,,"Chicago, IL (USA)",08 OCT 2023,1199
86,2:23:24,,Sara VAUGHN,16 MAY 1986,USA,10,,"Chicago, IL (USA)",08 OCT 2023,1199
87,2:23:27,,Isobel BATT-DOYLE,14 SEP 1995,AUS,10,,Valencia (ESP),03 DEC 2023,1198
88,2:23:29,,Yeshi Kalayu CHEKOLE,12 JUL 1997,ETH,4,,Paris (FRA),02 APR 2023,1198
89,2:23:30,,Malindi ELMORE,13 MAR 1980,CAN,13,,Berlin (GER),24 SEP 2023,1198
90,2:23:33,,Sofia ASSEFA,14 NOV 1987,ETH,8,,Amsterdam (NED),15 OCT 2023,1197
91,2:23:40,,Emily Chepkemoi ARUSIO,01 APR 1999,KEN,5,,Shanghai (CHN),26 NOV 2023,1196
92,2:23:44,,Agnes KEINO,17 JAN 1988,KEN,5,,Frankfurt (GER),29 OCT 2023,1195
93,2:23:46,,Giovanna EPIS,11 OCT 1988,ITA,6,,Hamburg (GER),23 APR 2023,1195
94,2:23:47,,Domenika MAYER,09 OCT 1990,GER,14,,Berlin (GER),24 SEP 2023,1195
95,2:23:52,,Margaret Wangari MURIUKI,21 MAR 1986,KEN,2,,Praha (CZE),07 MAY 2023,1194
96,2:23:53,,Meseret TOLWAK,08 NOV 1993,ETH,6,,Dubai (UAE),12 FEB 2023,1194
97,2:24:03,,Gerda STEYN,03 MAR 1990,RSA,11,,Valencia (ESP),03 DEC 2023,1192
97,2:24:03,,Hawi FEYSA,01 FEB 1999,ETH,2,,Abu Dhabi (UAE),16 DEC 2023,1192
99,2:24:05,,Deshun ZHANG,21 FEB 1996,CHN,4,,Nagoya (JPN),12 MAR 2023,1192
100,2:24:09,,Yuka SUZUKI,14 SEP 1999,JPN,1,,Tokyo (JPN),15 OCT 2023,1191
1,2:14:18,,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,,"Chicago, IL (USA)",09 OCT 2022,1293
2,2:14:58,,Amane Beriso SHANKULE,13 OCT 1991,ETH,1,,Valencia (ESP),04 DEC 2022,1286
3,2:15:37,,Tigst ASSEFA,03 DEC 1996,ETH,1,,Berlin (GER),25 SEP 2022,1279
4,2:16:02,,Brigid KOSGEI,20 FEB 1994,KEN,1,,Tokyo (JPN),06 MAR 2022,1274
5,2:16:49,,Letesenbet GIDEY,20 MAR 1998,ETH,2,,Valencia (ESP),04 DEC 2022,1266
6,2:17:20,,Almaz AYANA,21 NOV 1991,ETH,1,,Amsterdam (NED),16 OCT 2022,1261
7,2:17:23,,Yalemzerf YEHUALAW,03 AUG 1999,ETH,1,,Hamburg (GER),24 APR 2022,1260
8,2:17:29,,Sheila CHEPKIRUI,27 DEC 1990,KEN,3,,Valencia (ESP),04 DEC 2022,1259
9,2:17:36,,Tadu TESHOME,09 JUN 2001,ETH,4,,Valencia (ESP),04 DEC 2022,1258
10,2:17:58,,Ashete BEKERE,17 APR 1988,ETH,2,,Tokyo (JPN),06 MAR 2022,1254
11,2:18:00,,Rosemary WANJIRU,09 DEC 1994,KEN,2,,Berlin (GER),25 SEP 2022,1254
12,2:18:03,,Tigist ABAYECHEW,22 FEB 1994,ETH,3,,Berlin (GER),25 SEP 2022,1253
13,2:18:04,,Joan Chelimo MELLY,10 NOV 1990,ROU,1,,Seoul (KOR),17 APR 2022,1253
14,2:18:05,,Genzebe DIBABA,08 FEB 1991,ETH,2,,Amsterdam (NED),16 OCT 2022,1253
15,2:18:07,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,2,,London (GBR),02 OCT 2022,1253
16,2:18:11,,Gotytom GEBRESLASE,15 JAN 1995,ETH,1,,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022,1252
16,2:18:11,,Fancy CHEMUTAI,20 MAR 1995,KEN,5,,Valencia (ESP),04 DEC 2022,1252
18,2:18:12,,Sutume Asefa KEBEDE,11 DEC 1994,ETH,2,,Seoul (KOR),17 APR 2022,1252
19,2:18:20,,Judith Jeptum KORIR,12 DEC 1995,KEN,2,,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022,1250
20,2:18:29,,Emily SISSON,12 OCT 1991,USA,2,,"Chicago, IL (USA)",09 OCT 2022,1249
21,2:18:32,,Megertu ALEMU,12 OCT 1997,ETH,3,,London (GBR),02 OCT 2022,1248
22,2:18:42,,Angela TANUI,27 JUL 1992,KEN,4,,Tokyo (JPN),06 MAR 2022,1247
23,2:18:45,,Lonah Chemtai SALPETER,12 DEC 1988,ISR,2,,Nagoya (JPN),13 MAR 2022,1246
24,2:18:47,,Tiruye MESFIN,11 SEP 2002,ETH,6,,Valencia (ESP),04 DEC 2022,1246
25,2:18:51,,Workenesh EDESA,11 SEP 1992,ETH,4,,Berlin (GER),25 SEP 2022,1245
26,2:18:52,,Tigist GIRMA,12 JUL 1993,ETH,7,,Valencia (ESP),04 DEC 2022,1245
27,2:18:59,,Tsehay GEMECHU,12 DEC 1998,ETH,3,,Amsterdam (NED),16 OCT 2022,1244
28,2:19:10,,Hiwot GEBREKIDAN,11 MAY 1995,ETH,5,,Tokyo (JPN),06 MAR 2022,1242
29,2:19:12,,Keira D'AMATO,21 OCT 1984,USA,1,,"Houston, TX (USA)",16 JAN 2022,1242
30,2:20:02,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,3,,Seoul (KOR),17 APR 2022,1233
31,2:20:03,,Etagegne WOLDU,10 MAY 1996,ETH,8,,Valencia (ESP),04 DEC 2022,1233
32,2:20:10,,Celestine CHEPCHIRCHIR,18 DEC 1995,KEN,4,,Seoul (KOR),17 APR 2022,1232
33,2:20:18,,Vivian KIPLAGAT,09 NOV 1991,KEN,1,,Milano (ITA),03 APR 2022,1230
34,2:20:22,,Mary Wacera NGUGI,17 DEC 1988,KEN,7,,London (GBR),02 OCT 2022,1230
35,2:20:29,,Nazret WELDU,01 JAN 1990,ERI,4,,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022,1228
36,2:20:40,,Dolshi TESFU,17 JUN 1999,ERI,9,,Valencia (ESP),04 DEC 2022,1226
37,2:20:50,,Sisay Meseret GOLA,30 DEC 1997,ETH,2,,Sevilla (ESP),20 FEB 2022,1225
38,2:20:52,,Mizuki MATSUDA,31 MAY 1995,JPN,1,,Osaka (JPN),30 JAN 2022,1224
39,2:20:59,,Vibian CHEPKURUI,05 JUN 1994,KEN,1,,Wien (AUT),24 APR 2022,1223
40,2:21:01,,Majida MAAYOUF,27 APR 1989,MAR,10,,Valencia (ESP),04 DEC 2022,1223
41,2:21:02,,Mao ICHIYAMA,29 MAY 1997,JPN,6,,Tokyo (JPN),06 MAR 2022,1223
42,2:21:03,,Ruth CHEBITOK,26 DEC 1990,KEN,2,,Wien (AUT),24 APR 2022,1223
43,2:21:08,,Siranesh YIRGA,11 SEP 2000,ETH,1,,Ljubljana (SLO),23 OCT 2022,1222
44,2:21:10,,Maurine CHEPKEMOI,24 MAY 1998,KEN,1,,Enschede (NED),24 APR 2022,1221
45,2:21:17,,Yeshi Kalayu CHEKOLE,12 JUL 1997,ETH,3,,Sevilla (ESP),20 FEB 2022,1220
45,2:21:17,,Hitomi NIIYA,26 FEB 1988,JPN,7,,Tokyo (JPN),06 MAR 2022,1220
47,2:21:25,,Mare DIBABA,20 OCT 1989,ETH,3,,Abu Dhabi (UAE),17 DEC 2022,1219
48,2:21:34,,Bruktayit ESHETU,29 SEP 1990,ETH,11,,Valencia (ESP),04 DEC 2022,1217
48,2:21:34,,Sinead DIVER,17 FEB 1977,AUS,12,,Valencia (ESP),04 DEC 2022,1217
50,2:21:41,,Ruti AGA,16 JAN 1994,ETH,4,,"Chicago, IL (USA)",09 OCT 2022,1216
51,2:21:42,,Ai HOSODA,27 NOV 1995,JPN,9,,London (GBR),02 OCT 2022,1216
52,2:21:55,,Rika KASEDA,02 MAR 1999,JPN,7,,Berlin (GER),25 SEP 2022,1214
53,2:22:01,,Haven Hailu DESSE,10 SEP 1998,ETH,1,,Rotterdam (NED),10 APR 2022,1213
54,2:22:02,,Ayuko SUZUKI,08 OCT 1991,JPN,8,,Berlin (GER),25 SEP 2022,1212
55,2:22:10,,Sara HALL,15 APR 1983,USA,5,,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022,1211
56,2:22:13,,Chimdesa KUMSA,1995,ETH,4,,Sevilla (ESP),20 FEB 2022,1211
56,2:22:13,,Sayaka SATO,27 MAY 1994,JPN,9,,Berlin (GER),25 SEP 2022,1211
58,2:22:19,,Sintayehu TILAHUN,1999,ETH,2,,Milano (ITA),03 APR 2022,1210
59,2:22:21,,Atalel ANMUT,15 DEC 1999,ETH,3,,Milano (ITA),03 APR 2022,1209
60,2:22:22,,Yuka ANDO,16 MAR 1994,JPN,3,,Nagoya (JPN),13 MAR 2022,1209
61,2:22:27,,Jess PIASECKI,18 APR 1990,GBR,5,,Sevilla (ESP),20 FEB 2022,1208
62,2:22:28,,Kidsan ALEMA,29 JUL 1995,ETH,6,,Sevilla (ESP),20 FEB 2022,1208
62,2:22:28,,Gutemi Shone IMANA,17 NOV 1991,ETH,11,,Berlin (GER),25 SEP 2022,1208
64,2:22:29,,Mao UESUGI,16 AUG 1995,JPN,2,,Osaka (JPN),30 JAN 2022,1208
65,2:22:36,,Sentayehu LEWETEGN,09 MAY 1996,ETH,2,,Ljubljana (SLO),23 OCT 2022,1207
66,2:22:43,,Pamela ROTICH,25 DEC 1984,KEN,2,,Daegu (KOR),03 APR 2022,1206
67,2:22:47,,Pascalia JEPKOGEI,19 NOV 2001,KEN,1,,Eindhoven (NED),09 OCT 2022,1205
67,2:22:47,,Rebecca CHEPTEGEI,22 FEB 1991,UGA,4,,Abu Dhabi (UAE),17 DEC 2022,1205
69,2:22:51,,Nienke BRINKMAN,28 OCT 1993,NED,2,,Rotterdam (NED),10 APR 2022,1204
70,2:22:52,,Fantu JIMMA,11 SEP 1987,ETH,2,,Paris (FRA),03 APR 2022,1204
70,2:22:52,,Bere AYALEW,12 SEP 1999,ETH,2,,Eindhoven (NED),09 OCT 2022,1204
70,2:22:52,,Meseret DINKE,22 SEP 1996,ETH,5,,Abu Dhabi (UAE),17 DEC 2022,1204
73,2:22:56,,Bekelech GUDETA,11 OCT 1997,ETH,1,,Praha (CZE),08 MAY 2022,1203
74,2:23:01,,Sheila JEROTICH,06 JUN 1989,KEN,3,,Wien (AUT),24 APR 2022,1202
75,2:23:05,,Natsumi MATSUSHITA,22 JAN 1995,JPN,3,,Osaka (JPN),30 JAN 2022,1202
76,2:23:09,,Rebbeca Sirwanei TANUI,16 JUN 1992,KEN,1,,San Sebastián (ESP),27 NOV 2022,1201
77,2:23:11,,Mizuki TANIMOTO,18 DEC 1994,JPN,4,,Osaka (JPN),30 JAN 2022,1201
77,2:23:11,,Meseret GEBRE,17 FEB 1993,ETH,1,,Barcelona (ESP),08 MAY 2022,1201
77,2:23:11,,Selly Chepyego KAPTICH,03 OCT 1985,KEN,1,,Frankfurt (GER),30 OCT 2022,1201
80,2:23:12,,Natasha WODAK,17 DEC 1981,CAN,12,,Berlin (GER),25 SEP 2022,1201
